0.53846 0.5
0.51923 0.53331
0.48077 0.53331
0.46154 0.5
0.48077 0.46669
0.51923 0.46669
0.55769 0.5
0.54996 0.52885
0.52885 0.54996
0.5 0.55769
0.47115 0.54996
0.45004 0.52885
0.44231 0.5
0.45004 0.47115
0.47115 0.45004
0.5 0.44231
0.52885 0.45004
0.54996 0.47115
0.57692 0.5
0.57228 0.52631
0.55893 0.54945
0.53846 0.56662
0.51336 0.57575
0.48664 0.57575
0.46154 0.56662
0.44107 0.54945
0.42772 0.52631
0.42308 0.5
0.42772 0.47369
0.44107 0.45055
0.46154 0.43338
0.48664 0.42425
0.51336 0.42425
0.53846 0.43338
0.55893 0.45055
0.57228 0.47369
0.59615 0.5
0.59288 0.52489
0.58327 0.54808
0.56799 0.56799
0.54808 0.58327
0.52489 0.59288
0.5 0.59615
0.47511 0.59288
0.45192 0.58327
0.43201 0.56799
0.41673 0.54808
0.40712 0.52489
0.40385 0.5
0.40712 0.47511
0.41673 0.45192
0.43201 0.43201
0.45192 0.41673
0.47511 0.40712
0.5 0.40385
0.52489 0.40712
0.54808 0.41673
0.56799 0.43201
0.58327 0.45192
0.59288 0.47511
0.61538 0.5
0.61286 0.52399
0.60541 0.54693
0.59335 0.56782
0.57721 0.58575
0.55769 0.59993
0.53566 0.60974
0.51206 0.61475
0.48794 0.61475
0.46434 0.60974
0.44231 0.59993
0.42279 0.58575
0.40665 0.56782
0.39459 0.54693
0.38714 0.52399
0.38462 0.5
0.38714 0.47601
0.39459 0.45307
0.40665 0.43218
0.42279 0.41425
0.44231 0.40007
0.46434 0.39026
0.48794 0.38525
0.51206 0.38525
0.53566 0.39026
0.55769 0.40007
0.57721 0.41425
0.59335 0.43218
0.60541 0.45307
0.61286 0.47601
0.63462 0.5
0.63257 0.52338
0.6265 0.54604
0.61658 0.56731
0.60312 0.58653
0.58653 0.60312
0.56731 0.61658
0.54604 0.6265
0.52338 0.63257
0.5 0.63462
0.47662 0.63257
0.45396 0.6265
0.43269 0.61658
0.41347 0.60312
0.39688 0.58653
0.38342 0.56731
0.3735 0.54604
0.36743 0.52338
0.36538 0.5
0.36743 0.47662
0.3735 0.45396
0.38342 0.43269
0.39688 0.41347
0.41347 0.39688
0.43269 0.38342
0.45396 0.3735
0.47662 0.36743
0.5 0.36538
0.52338 0.36743
0.54604 0.3735
0.56731 0.38342
0.58653 0.39688
0.60312 0.41347
0.61658 0.43269
0.6265 0.45396
0.63257 0.47662
0.65385 0.5
0.65213 0.52293
0.64701 0.54535
0.63861 0.56675
0.62711 0.58666
0.61278 0.60464
0.59592 0.62028
0.57692 0.63323
0.55621 0.64321
0.53423 0.64999
0.5115 0.65342
0.4885 0.65342
0.46577 0.64999
0.44379 0.64321
0.42308 0.63323
0.40408 0.62028
0.38722 0.60464
0.37289 0.58666
0.36139 0.56675
0.35299 0.54535
0.34787 0.52293
0.34615 0.5
0.34787 0.47707
0.35299 0.45465
0.36139 0.43325
0.37289 0.41334
0.38722 0.39536
0.40408 0.37972
0.42308 0.36677
0.44379 0.35679
0.46577 0.35001
0.4885 0.34658
0.5115 0.34658
0.53423 0.35001
0.55621 0.35679
0.57692 0.36677
0.59592 0.37972
0.61278 0.39536
0.62711 0.41334
0.63861 0.43325
0.64701 0.45465
0.65213 0.47707
0.67308 0.5
0.6716 0.52259
0.66718 0.5448
0.6599 0.56623
0.64989 0.58654
0.63731 0.60536
0.62238 0.62238
0.60536 0.63731
0.58654 0.64989
0.56623 0.6599
0.5448 0.66718
0.52259 0.6716
0.5 0.67308
0.47741 0.6716
0.4552 0.66718
0.43377 0.6599
0.41346 0.64989
0.39464 0.63731
0.37762 0.62238
0.36269 0.60536
0.35011 0.58654
0.3401 0.56623
0.33282 0.5448
0.3284 0.52259
0.32692 0.5
0.3284 0.47741
0.33282 0.4552
0.3401 0.43377
0.35011 0.41346
0.36269 0.39464
0.37762 0.37762
0.39464 0.36269
0.41346 0.35011
0.43377 0.3401
0.4552 0.33282
0.47741 0.3284
0.5 0.32692
